opinion_id,cluster_id,date_filed,case_name,author,type,citation,page_count,url,download_url,classification,confidence,tags,notes,summary,reasoning,text_length,analyzed_date
11243458,https://www.courtlistener.com/api/rest/v4/clusters/10776871/,2025-02-21,"Wisconsin Bell, Inc. v. United States ex rel. Heath",N/A,010combined,N/A,30,https://www.courtlistener.com/opinion/10776871/wisconsin-bell-inc-v-united-states-ex-rel-heath/,https://www.supremecourt.gov/opinions/24pdf/604us1r10_mlio.pdf,Center,High,Administrative Law;Business/Commerce;Federal Power,Administrative Law - The case involves the FCC's regulatory role in the E-Rate program;Business/Commerce - The case deals with telecommunications carriers and their obligations under the E-Rate program;Federal Power - The case concerns the extent of the federal government's power to oversee and manage a universal service fund.,"The Supreme Court unanimously held that reimbursement requests under the E-Rate program can qualify as ""claims"" under the False Claims Act (FCA). The Court reasoned that because the government provided a portion of the money applied for through transfers from the Treasury to the Universal Service Fund, a suit alleging fraud related to those requests can proceed. The central question was whether the government ""provided"" any portion of the money as defined by the FCA.","The decision doesn't obviously favor either a liberal or conservative position; it centers on a statutory interpretation of the False Claims Act and its application to the E-Rate program, not on any core ideological concerns or principles.",15000,2026-01-24
11243457,https://www.courtlistener.com/api/rest/v4/clusters/10776870/,2025-02-25,Glossip v. Oklahoma,N/A,010combined,N/A,81,https://www.courtlistener.com/opinion/10776870/glossip-v-oklahoma/,https://www.supremecourt.gov/opinions/24pdf/604us1r13_c0n2.pdf,Liberal,High,Capital Punishment;Criminal Justice;Fourteenth Amendment,Capital Punishment - The case deals directly with a capital punishment case and the fairness of the trial;Criminal Justice - The case involves prosecutorial misconduct and its impact on the trial's fairness;Fourteenth Amendment - The decision hinges on the Due Process Clause of the Fourteenth Amendment.,"Glossip v. Oklahoma centered on Richard Glossip's conviction and death sentence for murder. The Supreme Court reversed the Oklahoma Court of Criminal Appeals' decision, finding that the prosecution violated its constitutional obligation under Napue v. Illinois to correct false testimony from Justin Sneed, the key witness against Glossip. Sneed lied about his lithium prescription, which the prosecution knew or should have known was false.","The Court sided with Glossip, finding that the prosecution's failure to correct false testimony undermined the fairness of the trial, thus upholding the Due Process Clause of the Fourteenth Amendment and leaning towards a more protective view of criminal defendant rights, aligning with a liberal stance.",15000,2026-01-24
11243456,https://www.courtlistener.com/api/rest/v4/clusters/10776869/,2025-02-25,Lackey v. Stinnie,N/A,010combined,N/A,36,https://www.courtlistener.com/opinion/10776869/lackey-v-stinnie/,https://www.supremecourt.gov/opinions/24pdf/604us1r12_8njq.pdf,Conservative,High,Civil Rights;Federal Power,"Civil Rights - The case concerns attorney's fees under 42 U.S.C. § 1988(b) in civil rights cases, specifically the definition of ""prevailing party."";Federal Power - The Court limits the circumstances under which attorney's fees can be awarded in cases brought under federal civil rights statutes, affecting the scope of federal power in enforcing those rights.","The Supreme Court addressed whether drivers who obtained a preliminary injunction against a Virginia statute suspending licenses for unpaid court fines, but whose case was mooted by the statute's repeal, qualify as ""prevailing parties"" eligible for attorney's fees under 42 U.S.C. § 1988(b). The Court held that they do not, because a preliminary injunction does not constitute a conclusive resolution on the merits that materially alters the legal relationship between the parties in an enduring way. The Court emphasized that judicially sanctioned changes and enduring relief are necessary to qualify as a prevailing party.","The Court's decision adheres to a strict interpretation of the ""prevailing party"" standard, limiting attorney's fees awards and aligning with a conservative approach to statutory interpretation and limiting the scope of federal intervention.",15000,2026-01-24
11243455,https://www.courtlistener.com/api/rest/v4/clusters/10776868/,2025-02-26,"Dewberry Group, Inc. v. Dewberry Engineers Inc.",N/A,010combined,N/A,15,https://www.courtlistener.com/opinion/10776868/dewberry-group-inc-v-dewberry-engineers-inc/,https://www.supremecourt.gov/opinions/24pdf/604us1r15_dc8f.pdf,Conservative,High,Business/Commerce;Intellectual Property,Business/Commerce - The case involves a dispute between two businesses and the calculation of profits in a trademark infringement case;Intellectual Property - The case directly addresses trademark infringement under the Lanham Act.,"The Supreme Court addressed whether a court could award the profits of a trademark infringing defendant's affiliates, who were not named as defendants, to the plaintiff under the Lanham Act. The Court held that the Lanham Act only allows for the recovery of profits attributable to the named defendant, emphasizing the separate legal status of affiliated companies under corporate law. The Court vacated and remanded the lower court's decision that had considered the affiliates' profits in calculating the award.","The Court's decision favors a strict interpretation of the Lanham Act and upholds traditional corporate law principles regarding the separateness of legal entities, aligning with a conservative approach to statutory interpretation and business regulation.",15000,2026-01-24
11243454,https://www.courtlistener.com/api/rest/v4/clusters/10776867/,2025-02-26,"Waetzig v. Halliburton Energy Services, Inc.",N/A,010combined,N/A,18,https://www.courtlistener.com/opinion/10776867/waetzig-v-halliburton-energy-services-inc/,https://www.supremecourt.gov/opinions/24pdf/604us1r14_6kg7.pdf,Center,High,[Business/Commerce;Administrative Law],"[Business/Commerce - The case involves a dispute between an employer and employee, specifically relating to arbitration;Administrative Law - The ruling clarifies the interpretation and application of the Federal Rules of Civil Procedure, which are rules governing court procedure]","[The Supreme Court addressed whether a voluntary dismissal without prejudice under Federal Rule of Civil Procedure 41(a) qualifies as a ""final judgment, order, or proceeding"" under Rule 60(b), which allows a court to relieve a party from a final judgment, order, or proceeding. The Court held that such a dismissal does qualify. The Court reasoned that a voluntary dismissal terminates the case and therefore it can be considered a ""final proceeding"" under the rule.]","The decision focuses on interpreting the Federal Rules of Civil Procedure and doesn't demonstrate a clear alignment with any particular political ideology, making it a neutral procedural ruling.",15000,2026-01-24
11243453,https://www.courtlistener.com/api/rest/v4/clusters/10776866/,2025-03-04,City and County of San Francisco v. EPA,N/A,010combined,N/A,37,https://www.courtlistener.com/opinion/10776866/city-and-county-of-san-francisco-v-epa/,https://www.supremecourt.gov/opinions/24pdf/604us1r16_o759.pdf,Conservative,High,Administrative Law;Environment;Federal Power;State Rights,"Administrative Law - The case concerns the EPA's interpretation of its authority under the Clean Water Act, directly impacting administrative law principles;Environment - The case directly involves environmental regulations under the Clean Water Act;Federal Power - The decision limits the EPA's authority, thereby restraining federal power in environmental regulation;State Rights - By limiting the EPA's authority, the decision potentially enhances the autonomy of states in managing water quality within their borders.","The Supreme Court case of *City and County of San Francisco v. EPA* addresses whether the EPA can include ""end-result"" provisions in National Pollutant Discharge Elimination System (NPDES) permits under the Clean Water Act. The Court ruled that Section 1311(b)(1)(C) of the Act does not authorize the EPA to impose such requirements, as it is the EPA's responsibility to determine specific steps permittees must take to meet water quality standards. The decision emphasizes that Congress intended direct restrictions on polluters and not a backward-looking approach that assigns responsibility based on water quality.","The Court's decision limits the EPA's regulatory authority, favoring a more constrained interpretation of federal power and arguably bolstering state autonomy in environmental management, aligning with conservative principles.",15000,2026-01-24
11243452,https://www.courtlistener.com/api/rest/v4/clusters/10776865/,2025-03-05,Bufkin v. Collins,N/A,010combined,N/A,41,https://www.courtlistener.com/opinion/10776865/bufkin-v-collins/,https://www.supremecourt.gov/opinions/24pdf/604us1r17_olp1.pdf,Center,High,[Administrative Law;Veterans Law],[Administrative Law - Deals with the standard of review applied to agency decisions;Veterans Law - Directly concerns the interpretation of statutes related to veterans' benefits.],"The Supreme Court addressed the standard of review that the U.S. Court of Appeals for Veterans Claims must apply when reviewing the Department of Veterans Affairs' application of the ""benefit-of-the-doubt"" rule in service-related disability claims. The Court held that the Veterans Court should review the VA's application of the rule in the same way it reviews other determinations: legal issues de novo and factual issues for clear error, and that the VA's determination of whether the evidence is in ""approximate balance"" is a predominantly factual determination subject to clear-error review.",The decision focuses on statutory interpretation and the appropriate standard of review for agency decisions. The court doesn't expand or restrict any existing rights; it is simply clarifying the process for adjudicating veteran's claims within the existing legal framework.,15000,2026-01-24
11243451,https://www.courtlistener.com/api/rest/v4/clusters/10776864/,2025-03-21,Delligatti v. United States,N/A,010combined,N/A,37,https://www.courtlistener.com/opinion/10776864/delligatti-v-united-states/,https://www.supremecourt.gov/opinions/24pdf/604us2r19_i42j.pdf,Conservative,High,Criminal Justice;Federal Power;Second Amendment,"Criminal Justice - The decision broadens the definition of ""crime of violence,"" potentially increasing sentences for related offenses;Federal Power - Upholds a broad interpretation of federal law related to firearm offenses, affirming federal authority in this area;Second Amendment - While not directly a Second Amendment case, it interprets a statute related to firearms and mandatory minimum sentences, which could impact gun-related prosecutions.","The Supreme Court in Delligatti v. United States addressed whether causing bodily injury or death through omission constitutes the ""use of physical force"" under 18 U.S.C. § 924(c)(3)(A), which defines a ""crime of violence"" for firearm sentencing enhancements. The Court held that it does, reasoning that intentionally causing physical harm, whether by act or omission, necessarily involves the ""use"" of ""physical force."" It affirmed the Second Circuit's decision, impacting the sentencing of Delligatti, who was convicted for firearm charges tied to attempted murder.","The decision relies on a broad interpretation of ""use of physical force,"" favoring a tougher stance on crime and upholding federal power in defining and prosecuting firearm-related offenses.",15000,2026-01-24
11243450,https://www.courtlistener.com/api/rest/v4/clusters/10776863/,2025-03-21,Thompson v. United States,N/A,010combined,N/A,17,https://www.courtlistener.com/opinion/10776863/thompson-v-united-states/,https://www.supremecourt.gov/opinions/24pdf/604us2r18_9p6b.pdf,Center,High,Criminal Justice;Business/Commerce,"Criminal Justice - The case concerns the interpretation of a federal criminal statute related to false statements made to the FDIC.;Business/Commerce - The case involves loans and banking practices, implicating commercial activities.","The Supreme Court reviewed a case where Patrick Thompson was convicted under 18 U.S.C. § 1014 for making false statements to the FDIC. Thompson argued his statements were literally true, even if misleading. The Court unanimously held that § 1014, which prohibits ""knowingly mak[ing] any false statement,"" does not criminalize statements that are misleading but not false, emphasizing the difference between the two concepts. The case was remanded for the Seventh Circuit to determine whether a reasonable jury could find Thompson's statements were false.","The decision is centered on a textualist interpretation of the statute, focusing on the plain meaning of ""false"" versus ""misleading"" without a clear ideological bent and is a unanimous decision.",15000,2026-01-24
11243449,https://www.courtlistener.com/api/rest/v4/clusters/10776862/,2025-03-26,Bondi v. Vanderstok,N/A,010combined,N/A,62,https://www.courtlistener.com/opinion/10776862/bondi-v-vanderstok/,https://www.supremecourt.gov/opinions/24pdf/604us2r20_q8l1.pdf,Conservative,High,Second Amendment;Administrative Law;Federal Power;Criminal Justice,"Second Amendment - The case concerns the interpretation of the Gun Control Act, directly relating to gun rights;Administrative Law - The case involves a challenge to a rule promulgated by the Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF);Federal Power - The ruling addresses the extent of federal regulatory authority over firearms;Criminal Justice - The ruling affects law enforcement's ability to regulate and trace firearms used in crimes.","The case of Bondi v. Vanderstok concerns the interpretation of the Gun Control Act of 1968 (GCA) and whether it applies to weapon parts kits that can be assembled into functional firearms. The Supreme Court reversed the Fifth Circuit's decision, holding that the ATF's rule interpreting the GCA to cover weapon parts kits and partially complete frames or receivers is not facially inconsistent with the Act. The Court reasoned that some weapon parts kits and partially complete frames fall within the GCA's definition of ""firearm"" based on the statutory text and the ability to readily convert them into functioning firearms.","The court's decision to side with the ATF and expand the definition of ""firearm"" under the GCA, while not a complete victory for gun control advocates, leans conservative as it acknowledges federal power and addresses a potential loophole in existing gun regulations but does so in a way that doesn't broadly restrict gun ownership. The focus on textual interpretation and deference to agency expertise are also characteristic of conservative judicial approaches.",15000,2026-01-24
